0	4539	12	12.000	0.000	A
1	4558	12	12.000	0.000	A
2	4527	12	12.000	0.000	A
3	4530	12	12.000	0.000	A
4	4519	12	12.000	0.000	A
5	4536	12	12.000	0.000	A
6	4548	12	12.000	0.000	A
7	4535	12	12.000	0.000	A
8	4537	12	12.000	0.000	A
9	4553	12	12.000	0.000	A
10	4531	12	12.000	0.000	A
11	4554	12	12.000	0.000	A
12	4541	12	12.000	0.000	A
13	4558	12	12.000	0.000	A
14	4550	12	12.000	0.000	A
15	4531	12	12.000	0.000	A
16	4509	12	12.000	0.000	A
17	4569	12	12.000	0.000	A
18	4548	12	12.000	0.000	A
19	4530	12	12.000	0.000	A
20	4528	12	12.000	0.000	A
21	4522	12	12.000	0.000	A
22	4534	12	12.000	0.000	A
23	4493	12	12.000	0.000	A
24	4575	12	12.000	0.000	A
25	4525	12	12.000	0.000	A
26	4566	12	12.000	0.000	A
27	4527	12	12.000	0.000	A
28	4547	12	12.000	0.000	A
29	4485	12	12.000	0.000	A
30	4555	12	12.000	0.000	A
31	4558	12	12.000	0.000	A
32	4574	12	12.000	0.000	A
33	4527	12	12.000	0.000	A
34	4577	12	12.000	0.000	A
35	4531	12	12.000	0.000	A
36	4563	12	12.000	0.000	A
37	4533	12	12.000	0.000	A
38	4553	12	12.000	0.000	A
39	4530	12	12.000	0.000	A
40	4534	12	12.000	0.000	A
41	4539	12	12.000	0.000	A
42	4568	12	12.000	0.000	A
43	4537	12	12.000	0.000	A
44	4560	12	12.000	0.000	A
45	4558	12	12.000	0.000	A
46	4535	12	12.000	0.000	A
47	4548	12	12.000	0.000	A
48	4531	12	12.000	0.000	A
49	4567	12	12.000	0.000	A
50	4594	12	12.000	0.000	A
51	4525	12	12.000	0.000	A
52	4575	12	12.000	0.000	A
53	4547	12	12.000	0.000	A
54	4572	12	12.000	0.000	A
55	4538	12	12.000	0.000	A
56	4570	12	12.000	0.000	A
57	4546	12	12.000	0.000	A
58	4526	12	12.000	0.000	A
59	4587	12	12.000	0.000	A
60	4540	12	12.000	0.000	A
61	4538	12	12.000	0.000	A
62	4523	12	12.000	0.000	A
63	4541	12	12.000	0.000	A
64	4534	12	12.000	0.000	A
65	4550	12	12.000	0.000	A
66	4535	12	12.000	0.000	A
67	4576	12	12.000	0.000	A
68	4548	12	12.000	0.000	A
69	4543	12	12.000	0.000	A
70	4527	12	12.000	0.000	A
71	4546	12	12.000	0.000	A
72	4518	12	12.000	0.000	A
73	4577	12	12.000	0.000	A
74	4524	12	12.000	0.000	A
75	4568	12	12.000	0.000	A
76	4552	12	12.000	0.000	A
77	4523	12	12.000	0.000	A
78	4521	12	12.000	0.000	A
79	4518	12	12.000	0.000	A
80	4581	12	12.000	0.000	A
81	4532	12	12.000	0.000	A
82	4506	12	12.000	0.000	A
83	4537	12	12.000	0.000	A
84	4554	12	12.000	0.000	A
85	4559	12	12.000	0.000	A
86	4561	12	12.000	0.000	A
87	4541	12	12.000	0.000	A
88	4560	12	12.000	0.000	A
89	4543	12	12.000	0.000	A
90	4582	12	12.000	0.000	A
91	4546	12	12.000	0.000	A
92	4555	12	12.000	0.000	A
93	4555	12	12.000	0.000	A
94	4507	12	12.000	0.000	A
95	4562	12	12.000	0.000	A
96	4538	12	12.000	0.000	A
97	4566	12	12.000	0.000	A
98	4537	12	12.000	0.000	A
99	4528	12	12.000	0.000	A
100	4559	12	12.000	0.000	A
101	4548	12	12.000	0.000	A
102	4536	12	12.000	0.000	A
103	4577	12	12.000	0.000	A
104	4527	12	12.000	0.000	A
105	4586	12	12.000	0.000	A
106	4527	12	12.000	0.000	A
107	4544	12	12.000	0.000	A
108	4502	12	12.000	0.000	A
109	4552	12	12.000	0.000	A
110	4543	12	12.000	0.000	A
111	4570	12	12.000	0.000	A
112	4547	12	12.000	0.000	A
113	4543	12	12.000	0.000	A
114	4539	12	12.000	0.000	A
115	4538	12	12.000	0.000	A
116	4570	12	12.000	0.000	A
117	4525	12	12.000	0.000	A
118	4544	12	12.000	0.000	A
119	4520	12	12.000	0.000	A
120	4537	12	12.000	0.000	A
121	4546	12	12.000	0.000	A
122	4527	12	12.000	0.000	A
123	4565	12	12.000	0.000	A
124	4577	12	12.000	0.000	A
125	4552	12	12.000	0.000	A
126	4546	12	12.000	0.000	A
127	4523	12	12.000	0.000	A
128	4536	12	12.000	0.000	A
